onset	duration	sample	value
7.3791849995	1000.0000000000	7379.185	bgin
100.5001846337	1000.0000000000	100500.1846	TRSP
107.1591809028	1000.0000000000	107159.1809	bgin
200.2801805371	1000.0000000000	200280.1805	TRSP
212.8391850376	1000.0000000000	212839.185	bgin
305.9601846719	1000.0000000000	305960.1847	TRSP
312.3701780671	1000.0000000000	312370.1781	bgin
405.4871845627	1000.0000000000	405487.1846	TRSP
411.7001864696	1000.0000000000	411700.1865	bgin
504.8171829069	1000.0000000000	504817.1829	TRSP
520.2590021873	1000.0000000000	520259.0022	IBEG
746.2190016741	1000.0000000000	746219.0017	IEND
753.1891811275	1000.0000000000	753189.1811	bgin
846.3061876231	1000.0000000000	846306.1876	TRSP
854.3521809959	1000.0000000000	854352.181	bgin
947.4731806302	1000.0000000000	947473.1806	TRSP
1042.5461813444	1000.0000000000	1042546.1813	bgin
1135.6641836101	1000.0000000000	1135664.1836	TRSP
1142.3601843053	1000.0000000000	1142360.1843	bgin
1235.4771807426	1000.0000000000	1235477.1807	TRSP
